id,combo,source NP,premise,hypothesis,label
796,pri-sub,a retired federal lawyer,2,He is a retired federal lawyer. He is a father.,He is a retired father.
797,pri-sub,a retired federal lawyer,2,He is a retired federal lawyer. He is a husband.,He is a retired husband.
802,pri-sub,an improbable presidential candidacy,2,This is an improbable presidential candidacy. This is a qualification.,This is an improbable qualification.
808,pri-sub,some presumed serious mental health problem,2,He has some presumed serious mental health problem. He has some illnesses.,He has some presumed serious illnesses.
819,pri-sub,a hypothetical potential negative impact,3,This is a hypothetical potential negative impact. This is potential consequence.,This is potential consequence.
820,pri-sub,a hypothetical potential negative impact,3,This is a hypothetical potential negative impact. This is potential outcome.,This is potential outcome.
821,pri-sub,a hypothetical potential negative impact,3,This is a hypothetical potential negative impact. This is potential harm.,This is potential harm.
827,pri-sub,a somewhat disputed eighth championship,3,This is a somewhat disputed eighth championship. This is a somewhat-disputed title.,This is a somewhat-disputed title.
837,pri-sub,a retired short seller,2,He is a retired short seller. He is a person.,He is a retired person.
843,pri-sub,a fictional national championship,2,This is a fictional national championship. This is title.,This is fictional title.
846,pri-sub,a partial strategic success,2,This is a partial strategic success. This is achievement.,This is strategic achievement.
852,pri-sub,a theoretical short list,2,This is a theoretical short list. This is a catalogue.,This is a theoretical catalogue.
853,pri-sub,a theoretical short list,2,This is a theoretical short list. This is a collection.,This is a theoretical collection.
856,pri-sub,a mock serious tone,2,This is a mock serious tone. This is a voice.,This is a mock voice.
860,pri-sub,dubious strategic value,1,It has dubious strategic value. It has importance.,It has dubious importance.
861,pri-sub,dubious strategic value,1,It has dubious strategic value. It has benefit.,It has dubious benefit.
869,pri-sub,two burned technical vehicles,2,These are two burned technical vehicles. These are equipment.,These are burned equipment.
871,pri-sub,two burned technical vehicles,2,These are two burned technical vehicles. These are machines.,These are burned machines.
872,pri-sub,two burned technical vehicles,2,These are two burned technical vehicles. These are tools.,These are technical tools.
875,pri-sub,the assumed presidential nominee,2,He is the assumed presidential nominee. He is the assume candidate.,He is the assume candidate.
882,pri-sub,probable severe punishment,1,This is probable severe punishment. This is consequence.,This is severe consequence.
888,pri-sub,counterfeit central processing units,1,These are counterfeit central processing units. These are processors.,These are counterfeit processors.
890,pri-sub,the mock common admission test,2,This is the mock common admission test. This is examination.,This is mock examination.
898,pri-sub,his honorary assistant coach,2,He is his honorary assistant coach. He is his mentor.,He is his honorary mentor.
901,pri-sub,a retired independent contractor,2,He is a retired independent contractor. He is a father.,He is a retired father.
902,pri-sub,the phony cheap gimmicks,2,These are the phony cheap gimmicks. These are tricks.,These are cheap tricks.
923,pri-sub,counterfeit new U.S. dollars,1,Those are counterfeit new U.S. dollars. Those are currencies.,Those are counterfeit currencies.
925,pri-sub,a predicted global economic turbulence,2,This is a predicted global economic turbulence. This is a disaster.,This is a predicted disaster.
927,pri-sub,putative new members,1,They are putative new members. They are joiners.,They are putative joiners.
928,pri-sub,a broken soft drink bottle,2,This is a broken soft drink bottle. This is a vessel.,This is a broken vessel.
932,pri-sub,a partial global population collapse,2,This is a partial global population collapse. This is a catastrophe.,This is a partial catastrophe.
938,pri-sub,a presumed serious mental health problem,2,This is a presumed serious mental health problem. This is a health issue.,This is a presumed health issue.
939,pri-sub,a presumed serious mental health problem,2,This is a presumed serious mental health problem. This is a psychological issue.,This is a presumed psychological issue.
942,pri-sub,an apparent heavy demand,2,This is an apparent heavy demand. This is a request.,This is an apparent request.
943,pri-sub,an apparent heavy demand,2,This is an apparent heavy demand. This is a need.,This is an apparent need.
955,pri-sub,a mock official inquiry,2,This is a mock official inquiry. This is an investigation.,This is a mock investigation.
958,pri-sub,an imminent positive result,2,This is an imminent positive result. This is an outcome.,This is an imminent outcome.
971,pri-sub,an imminent parliamentary election,2,This is an imminent parliamentary election. This is a poll.,This is an imminent poll.
972,pri-sub,an imminent parliamentary election,2,This is an imminent parliamentary election. This is a voting.,This is an imminent voting.
975,pri-sub,a fictional common ancestor,2,This is a fictional common ancestor. This is a progenitor.,This is a fictional progenitor.
986,pri-sub,a mock parliamentary debate,2,This is a mock parliamentary debate. This is a discussion.,This is a mock discussion.
995,pri-sub,his unlikely ninth gold medal,2,This is his unlikely ninth gold medal. This is his achievement.,This is his unlikely achievement.
1000,pri-sub,spurious national security grounds,1,These are spurious national security grounds. These are stations.,These are spurious stations.
1002,pri-sub,an unlikely long shot,2,This is an unlikely long shot. This is attempt.,This is unlikely attempt.
1003,pri-sub,the substitute presidential plane,2,This is the substitute presidential plane. This is vehicle.,This is substitute vehicle.
1008,pri-sub,his somewhat disputed eighth championship,3,This is his somewhat disputed eighth championship. This is his somewhat disputed game.,This is his somewhat disputed game.
1012,pri-sub,counterfeit modern bills,1,Those are counterfeit modern bills. Those are documents.,Those are counterfeit documents.
1017,pri-sub,a counterfeit federal certificate,2,This is a counterfeit federal certificate. This is a document.,This is a counterfeit document.
1020,pri-sub,a hypothetical average consumption,2,This is a hypothetical average consumption. This is a usage.,This is a hypothetical usage.
1021,pri-sub,a hypothetical average consumption,2,This is a hypothetical average consumption. This is an expenditure.,This is a hypothetical expenditure.
1022,pri-sub,a wooden left leg,2,This is a wooden left leg. This is a limb.,This is a wooden limb.
1025,pri-sub,a phony western gunfight,2,This is a phony western gunfight. This is a battle.,This is a phony battle.
1030,pri-sub,a fraudulent parliamentary election,2,This is a fraudulent parliamentary election. This is an event.,This is a fraudulent event.
1041,pri-sub,a forged Arab diplomatic passport,3,This is a forged Arab diplomatic passport. This is a document.,This is a forged document.
1049,pri-sub,a virtual musical instrument,2,This is a virtual musical instrument. This is a kit.,This is a virtual kit.
1057,pri-sub,an allegedly fraudulent national election,3,This is an allegedly fraudulent national election. This is a process.,This is a fraudulent process.
1066,pri-sub,the impossible new standard,2,This is the impossible new standard. This is the rule.,This is the impossible rule.
1067,pri-sub,a fictitious soft drink,2,This is a fictitious soft drink. This is a liquid.,This is a fictitious liquid.
1068,pri-sub,a plausible regional balance,2,This is a plausible regional balance. This is a situation.,This is a plausible situation.
1070,pri-sub,predicted poor next rains,1,These are predicted poor next rains. These are results.,These are predicted results.
1071,pri-sub,a disputed parliamentary election result,2,This is a disputed parliamentary election result. This is a situation.,This is a disputed situation.
1072,pri-sub,its plastic little human,2,This is its plastic little human. This is its item.,This is its plastic item.
1074,pri-sub,a probable small reduction,2,This is a probable small reduction. This is a cut.,This is a probable cut.
1076,pri-sub,phony official statistics,1,They are phony official statistics. They are results.,They are phony results.
1079,pri-sub,a forged Iranian diplomatic passport,3,This is a forged Iranian diplomatic passport. This is a document.,This is a forged document.
1082,pri-sub,a predicted searing hot condition,3,This is a predicted searing hot condition. This is a situation.,This is a predicted situation.
1115,pri-sub,an impossible presidential schedule,2,This is an impossible presidential schedule. This is a dubious itinerary.,This is a dubious itinerary.
1123,pri-sub,a broken light bulb,2,This is a broken light bulb. This is an equipment.,This is a broken equipment.
1124,pri-sub,a broken light bulb,2,This is a broken light bulb. This is an appliance.,This is a broken appliance.
1127,pri-sub,the fictional wise guys,2,They are the fictional wise guys. They are the characters.,They are the fictional characters.
1132,pri-sub,the supposed traditional wisdom,2,It is the supposed traditional wisdom. It is the insight.,It is the supposed insight.
1134,pri-sub,the erroneous annual reports,2,These are the erroneous annual reports. These are the instructions.,These are the erroneous instructions.
1136,pri-sub,the erroneous annual reports,2,These are the erroneous annual reports. These are the erroneous results.,These are the erroneous results.
1138,pri-sub,unofficial early results,1,These are unofficial early results. These are tallies.,These are unofficial tallies.
1143,int-pri,a Brazilian fictional film,2,This is a Brazilian fictional film. This is a video.,This is a fictional video.
1147,int-pri,French historic monuments,1,Those are French historic monuments. Those are buildings.,Those are French buildings.
1148,int-pri,French historic monuments,1,Those are French historic monuments. Those are buildings.,Those are historic buildings.
1151,int-pri,a single artificial light,2,This is a single artificial light. This is a lamp.,This is a single lamp.
1155,int-pri,a French figurative painter,2,She is a French figurative painter. She is a student.,She is a French student.
1156,int-pri,a French figurative painter,2,She is a French figurative painter. She is a mother.,She is a French mother.
1157,int-pri,a single past incident,2,This is a single past incident. This is an event.,This is a single event.
1158,int-pri,a single past incident,2,This is a single past incident. This is an event.,This is a past event.
1164,int-pri,a single wooden chair,2,This is a single wooden chair. This is a piece of furniture.,This is a wooden piece of furniture.
1165,int-pri,a single wooden chair,2,This is a single wooden chair. This is a piece of furniture.,This is a single piece of furniture.
1173,int-pri,late Chinese model workers,2,These are late Chinese model workers. These are friends.,These are Chinese friends.
1174,int-pri,the original mistaken reports,2,These are the original mistaken reports. These are documents.,These are original documents.
1176,int-pri,a single 18-karat gold earring,3,This is a single 18-karat gold earring. This is a trinket.,This is a single trinket.
1177,int-pri,a single 18-karat gold earring,3,This is a single 18-karat gold earring. This is a 18-karat trinket.,This is an 18-karat gold trinket.
1180,int-pri,a Chinese surrogate father,2,He is a Chinese surrogate father. He is a businessman.,He is a Chinese businessman.
1181,int-pri,a Chinese surrogate father,2,He is a Chinese surrogate father. He is a doctor.,He is a Chinese doctor.
1182,int-pri,their original disputed photographs,2,Those are their original disputed photographs. Those are their works.,Those are their disputed works.
1184,int-pri,a Russian retired spy,2,She is a Russian retired spy. She is a policewoman.,She is a Russian policewoman.
1185,int-pri,a single previous agreement,2,This is a single previous agreement. This is a decision.,This is a previous decision.
1187,int-pri,a French retired diplomat,2,He is a French retired diplomat. He is a driver.,He is a French driver.
1191,int-pri,Russian alleged spies,1,They are Russian alleged spies. They are technicians.,They are Russian technicians.
1192,int-pri,Russian alleged spies,1,They are Russian alleged spies. They are people.,They are Russian people.
1195,int-pri,Russian wooden dolls,1,These are Russian wooden dolls. These are toys.,These are Russian toys.
1196,int-pri,Russian wooden dolls,1,These are Russian wooden dolls. These are figurines.,These are Russian figurines.
1197,int-pri,Russian wooden dolls,1,These are Russian wooden dolls. These are toys.,These are wooden toys.
1198,int-pri,Russian wooden dolls,1,These are Russian wooden dolls. These are figurines.,These are wooden figurines.
1200,int-pri,Chinese would-be mothers,1,They are Chinese would-be mothers. They are celebrities.,They are Chinese celebrities.
1201,int-pri,a single false compliment,2,This is a single false compliment. This is a statement.,This is a single statement.
1203,int-pri,an original virtual pet,2,This is an original virtual pet. This is a dog.,This is a virtual dog.
1204,int-pri,an original virtual pet,2,This is an original virtual pet. This is a cat.,This is a virtual cat.
1205,int-pri,a shiny gold tooth,2,This is a shiny gold tooth. This is a thing.,This is a shiny thing.
1206,int-pri,a shiny gold tooth,2,This is a shiny gold tooth. This is a thing.,This is a gold thing.
1207,int-pri,an original disputed photograph,2,This is an original disputed photograph. This is an image.,This is an original image.
1209,int-pri,an original disputed photograph,2,This is an original disputed photograph. This is an image.,This is a disputed image.
1212,int-pri,a Russian retired spy,2,This is a Russian retired spy. This is a mother.,This is a Russian mother.
1214,int-pri,a single previous agreement,2,This is a single previous agreement. This is a compromise.,This is a single compromise.
1215,int-pri,a single previous agreement,2,This is a single previous agreement. This is a consensus.,This is a single consensus.
1216,int-pri,a single previous agreement,2,This is a single previous agreement. This is a compromise.,This is a previous compromise.
1217,int-pri,a single previous agreement,2,This is a single previous agreement. This is a consensus.,This is a previous consensus.
1219,int-pri,an original expected price range,2,This is an original expected price range. This is an estimate.,This is an original estimate.
1220,int-pri,a French retired diplomat,2,This is a French retired diplomat. This is a man.,This is a French man.
1221,int-pri,a French retired diplomat,2,This is a French retired diplomat. This is a man.,This is a retired man.
1222,int-pri,a French fictional character,2,She is a French fictional character. She is a spy.,She is a French spy.
1223,int-pri,a French fictional character,2,She is a French fictional character. She is a princess.,She is a French princess.
1224,int-pri,a French fictional character,2,She is a French fictional character. She is a spy.,She is a fictional spy.
1225,int-pri,a French fictional character,2,She is a French fictional character. She is a princess.,She is a fictional princess.
1226,int-pri,a French proposed arbitration,2,This is a French proposed arbitration. This is a procedure.,This is a proposed procedure.
1229,int-pri,a single previous meeting,2,This is a single previous meeting. This is an event.,This is a previous event.
1232,int-pri,Chinese would-be astronauts,1,They are Chinese would-be astronauts. They are technicians.,They are Chinese technicians.
1233,int-pri,Chinese would-be astronauts,1,They are Chinese would-be astronauts. They are parents.,They are Chinese parents.
1238,int-pri,African would-be emigrants,1,They are African would-be emigrants. They are refugees.,They are African refugees.
1239,int-pri,A single wooden chair,2,This is A single wooden chair. This is an heirloom.,This is a single heirloom.
1240,int-pri,A single wooden chair,2,This is A single wooden chair. This is an heirloom.,This is a wooden heirloom.
1242,int-pri,a Russian unofficial trade,2,This is a Russian unofficial trade. This is a business.,This is an unofficial business.
1244,int-pri,a single incorrect note,2,This is a single incorrect note. This is a disturbance.,This is a single disturbance.
1248,int-pri,a Russian alleged arms dealer,2,He is a Russian alleged arms dealer. He is a smoker.,He is a Russian smoker.
1252,int-pri,French figurative painter,1,He is French figurative painter. He is a man.,He is a French man.
1253,int-pri,a single past incident,2,This is a single past incident. This is an event.,This is a single event.
1256,int-pri,a single artificial white rose,2,This is a single artificial white rose. This is a flower.,This is an artificial flower.
1259,int-sub,a single significant rival,2,She is a single significant rival. She is a competitor.,She is a significant competitor.
1263,int-sub,a Swedish national coach,2,He is a Swedish national coach. He is a father.,He is a Swedish father.
1266,int-sub,Western standard business education,1,This is Western standard business education. This is schooling.,This is Western schooling.
1270,int-sub,a Western top official,2,He is a Western top official. He is a politician.,He is a Western politician.
1271,int-sub,a Western Australian junior player,3,She is a Western Australian junior player. She is a Australian athlete.,She is an Australian athlete.
1272,int-sub,a single federal regulator,2,He is a single federal regulator. He is an employee.,He is a federal employee.
1273,int-sub,a Swedish top diplomat,2,She is a Swedish top diplomat. She is a politician.,She is a Swedish politician.
1274,int-sub,a Swedish technical skier,2,He is a Swedish technical skier. He is an athlete.,He is a Swedish athlete.
1276,int-sub,a Western top official,2,He is a Western top official. He is a scientist.,He is a Western scientist.
1278,int-sub,Australian junior players,1,They are Australian junior players. They are students.,They are Australian students.
1280,int-sub,Australian junior players,1,They are Australian junior players. They are champions.,They are Australian champions.
1282,int-sub,a Swedish top diplomat,2,She is a Swedish top diplomat. She is a negotiator.,She is a Swedish negotiator.
1284,int-sub,a Swedish technical skier,2,He is a Swedish technical skier. He is an athlete.,He is a Swedish athlete.
1290,int-sub,a Swedish central statistics agency,2,This is a Swedish central statistics agency. This is an organization.,This is a Swedish organization.
1301,sub-pri,the maximum initial fee,2,This is the maximum initial fee. This is an expense.,This is an initial expense.
1302,sub-pri,a national false memory syndrome,2,This is a national false memory syndrome. This is a condition.,This is a national condition.
1303,sub-pri,a national false memory syndrome,2,This is a national false memory syndrome. This is an ailment.,This is a national ailment.
1304,sub-pri,low initial ratings,1,These are low initial ratings. These are scores.,These are low scores.
1305,sub-pri,low initial ratings,1,These are low initial ratings. These are scores.,These are initial scores.
1315,sub-pri,many mistaken witnesses,1,They are many mistaken witnesses. They are people.,They are many people.
1317,sub-pri,many failed ideas,1,Those are many failed ideas. Those are thoughts.,Those are many thoughts.
1318,sub-pri,many failed ideas,1,Those are many failed ideas. Those are opinions.,Those are many opinions.
1319,sub-pri,a national rubber producer,2,This is a national rubber producer. This is a company.,This is a national company.
1322,sub-pri,many prior connections,1,He has many prior connections. He has interactions.,He has prior interactions.
1324,sub-pri,maximum six-week temporary layoffs,2,These are maximum six-week temporary layoffs. These are cutbacks.,These are temporary cutbacks.
1327,sub-pri,many partial plans,1,These are many partial plans. These are layouts.,These are many layouts.
1337,sub-pri,low initial ratings,1,Those are low initial ratings. Those are grades.,Those are initial grades.
1339,sub-pri,a maximum possible prison sentence,2,This is a maximum possible prison sentence. This is a punishment.,This is a possible punishment.
1342,sub-pri,numerous previous research efforts,1,Those are numerous previous research efforts. Those are studies.,Those are numerous studies.
1343,sub-pri,numerous previous research efforts,1,Those are numerous previous research efforts. Those are studies.,Those are previous studies.
1347,sub-pri,a national historic treasure,2,This is a national historic treasure. This is a memorial.,This is a national memorial.
1348,sub-pri,a national historic treasure,2,This is a national historic treasure. This is a memorial.,This is a historic memorial.
1349,sub-pri,many improbable assumptions,1,These are many improbable assumptions. These are conditions.,These are many conditions.
1351,sub-pri,a tall artificial tree,2,This is a tall artificial tree. This is a decoration.,This is an artificial decoration.
1352,sub-pri,a national counterfeit industry,2,This is a national counterfeit industry. This is a business.,This is a national business.
1353,sub-pri,a national counterfeit industry,2,This is a national counterfeit industry. This is a business.,This is a counterfeit business.
1354,sub-pri,national proposed standards,1,This is national proposed standards. This is rules.,This is national rules.
1356,sub-pri,her many supposed friends,2,These are her many supposed friends. These are teenagers.,These are many teenagers.
1358,sub-pri,the total national gold reserves,3,These are the total national gold reserves. These are assets.,These are national assets.
1362,sub-pri,many cloned animals,1,These are many cloned animals. These are goats.,These are many goats.
1363,sub-pri,many cloned animals,1,These are many cloned animals. These are goats.,These are cloned goats.
1368,sub-pri,numerous failed cease-fires,1,These are numerous failed cease-fires. These are attempts.,These are failed attempts.
1369,sub-pri,numerous failed cease-fires,1,These are numerous failed cease-fires. These are attempts.,These are numerous attempts.
1370,sub-pri,numerous prior obligations,1,These are numerous prior obligations. These are commitments.,These are prior commitments.
1371,sub-pri,numerous prior obligations,1,These are numerous prior obligations. These are responsibilities.,These are prior responsibilities.
1373,sub-pri,numerous phony celebrities,1,They are numerous phony celebrities. They are actors.,They are numerous actors.
1378,sub-pri,a national historic monument,2,This is a national historic monument. This is a statue.,This is an historic statue.
1379,sub-pri,a national historic monument,2,This is a national historic monument. This is a structure.,This is an historic structure.
1380,sub-pri,a maximum potential loss,2,This is a maximum potential loss. This is a reduction.,This is a potential reduction.
1382,sub-pri,many unlikely coincidences,1,These are many unlikely coincidences. These are mistakes.,These are many mistakes.
1384,sub-pri,many partial answers,1,These are many partial answers. These are attempts.,These are many attempts.
1387,sub-pri,numerous spurious confessions,1,These are numerous spurious confessions. These are statements.,These are numerous statements.
1388,sub-pri,numerous spurious confessions,1,These are numerous spurious confessions. These are statements.,These are spurious statements.
1394,sub-pri,our numerous onetime allies,2,They are our numerous onetime allies. They are our many enemies.,They are our many enemies.
1400,sub-pri,her numerous fake names,2,These are her numerous fake names. These are her identities.,These are her fake identities.
1401,sub-pri,her numerous fake names,2,These are her numerous fake names. These are her identities.,These are her numerous identities.
1402,sub-pri,a high expected return,2,This is a high expected return. This is a result.,This is an expected result.
1403,sub-pri,numerous previous failures,1,These are numerous previous failures. These are misfortunes.,These are numerous misfortunes.
1404,sub-pri,numerous previous failures,1,These are numerous previous failures. These are misfortunes.,These are previous misfortunes.
1405,sub-pri,numerous previous controversies,1,These are numerous previous controversies. These are arguments.,These are numerous arguments.
1406,sub-pri,numerous previous controversies,1,These are numerous previous controversies. These are arguments.,These are previous arguments.
1407,sub-pri,numerous unofficial meetings,1,Those are numerous unofficial meetings. Those are events.,Those are numerous events.
1408,sub-pri,numerous unofficial meetings,1,Those are numerous unofficial meetings. Those are events.,Those are unofficial events.
1409,sub-pri,many failed mergers,1,Those are many failed mergers. Those are attempts.,Those are many attempts.
1410,sub-pri,many failed mergers,1,Those are many failed mergers. Those are attempts.,Those are failed attempts.
1411,sub-pri,a national military drill,2,This is a national military drill. This is a training.,This is a national training.
1412,sub-pri,a national military drill,2,This is a national military drill. This is a training.,This is an military training.
1413,sub-pri,many supposed solutions,1,Those are many supposed solutions. Those are answers.,Those are many answers.
1414,sub-pri,many supposed solutions,1,Those are many supposed solutions. Those are answers.,Those are supposed answers.
1415,sub-pri,numerous prior projects,1,Those are numerous prior projects. Those are endeavors.,Those are prior endeavors.
1416,sub-pri,numerous prior projects,1,Those are numerous prior projects. Those are endeavors.,Those are numerous endeavors.
1417,sub-pri,numerous fraudulent loans,1,These are numerous fraudulent loans. These are transactions.,These are fraudulent transactions.
1418,sub-pri,numerous fraudulent loans,1,These are numerous fraudulent loans. These are transactions.,These are numerous transactions.
1419,sub-pri,a national anti-government protest,2,This is a national anti-government protest. This is a strike.,This is an anti-government strike.
1420,sub-pri,a national anti-government protest,2,This is a national anti-government protest. This is a strike.,This is a national strike.
1421,sub-pri,numerous false assumptions,1,These are numerous false assumptions. These are beliefs.,These are false beliefs.
1422,sub-pri,numerous false assumptions,1,These are numerous false assumptions. These are beliefs.,These are numerous beliefs.
1423,sub-pri,high temporary hopes,1,This is high temporary hopes. This is expectations.,This is high expectations.
1424,sub-pri,high temporary hopes,1,This is high temporary hopes. This is expectations.,This is temporary expectations.
1425,sub-pri,the national gold reserve,2,This is the national gold reserve. This is an asset.,This is a national asset.
1426,sub-pri,many cloned animals,1,These are many cloned animals. These are pets.,These are cloned pets.
1431,sub-pri,national historic standards,1,This is national historic standards. This is norms.,This is historic norms.
1450,sub-pri,many unlikely contributors,1,These are many unlikely contributors. These are parents.,These are many parents.
1464,sub-pri,a high initial expense,2,This is a high initial expense. This is a cost.,This is a high cost.
1466,sub-pri,a high initial expense,2,This is a high initial expense. This is a charge.,This is an initial charge.
1467,sub-pri,numerous unofficial meetings,1,These are numerous unofficial meetings. These are gatherings.,These are numerous gatherings.
1470,sub-pri,many failed mergers,1,These are many failed mergers. These are transactions.,These are failed transactions.
1474,sub-pri,a national anti-terror military drill,3,This is a national anti-terror military drill. This is a anti-terror exercise.,This is an anti-terror exercise.
1479,sub-pri,national artificial tree sales,1,These are national artificial tree sales. These are tree revenues.,These are artificial tree revenues.
1485,sub-pri,her many supposed friends,2,These are her many supposed friends. These are students.,These are many students.
1490,sub-int,the fourth democratic parliament,2,This is the fourth democratic parliament. This is a gathering.,This is a democratic gathering.
1493,sub-int,a top environmental concern,2,This is a top environmental concern. This is a issue],a problem.
1496,sub-int,a bad European neighbor,2,This is a bad European neighbor. This is an accountant.,This is a European accountant.
1497,sub-int,a bad European neighbor,2,This is a bad European neighbor. This is an aunt.,This is a European aunt.
1500,sub-int,a bad American showman,2,This is a bad American showman. This is a performer.,This is an American performer.
1504,sub-int,the fourth foreign winner,2,She is the fourth foreign winner. She is a contestant.,She is a foreign contestant.
1506,sub-int,regular married folks,1,They are regular married folks. They are customers.,They are married customers.
1507,sub-int,regular married folks,1,They are regular married folks. They are couples.,They are married couples.
1508,sub-int,an independent local press,2,They are an independent local press. They are an organization.,They are an independent organization.
1509,sub-int,an independent local press,2,They are an independent local press. They are an organization.,They are a local organization.
1513,sub-int,the fourth democratic parliament,2,This is the fourth democratic parliament. This is an institution.,This is a democratic institution.
1519,sub-int,a popular female singer,2,She is a popular female singer. She is an idol.,She is a female idol.
1520,sub-int,a popular female singer,2,She is a popular female singer. She is a leader.,She is a female leader.
1521,sub-int,a popular female singer,2,She is a popular female singer. She is a blogger.,She is a female blogger.
1522,sub-int,a top environmental concern,2,This is a top environmental concern. This is a difficulty.,This is an environmental difficulty.
1523,sub-int,a popular vocal quartet,2,They are a popular vocal quartet. They are a group.,They are a popular group.
1524,sub-int,a popular vocal quartet,2,They are a popular vocal quartet. They are a group.,They are a vocal group.
1527,sub-int,top Mexican teams,1,These are top Mexican teams. These are clubs.,These are top clubs.
1528,sub-int,top Mexican teams,1,These are top Mexican teams. These are clubs.,These are Mexican clubs.
1529,sub-int,regional religious conflicts,1,These are regional religious conflicts. These are issues.,These are religious issues.
1530,sub-int,regional religious conflicts,1,These are regional religious conflicts. These are issues.,These are regional issues.
1534,sub-int,bad Israeli singers,1,They are bad Israeli singers. They are people.,They are Israeli people.
1535,sub-int,bad Israeli singers,1,They are bad Israeli singers. They are teachers.,They are Israeli teachers.
1542,sub-sub,an admired senior lecturer,2,She is an admired senior lecturer. She is a person.,She is an admired person.
1543,sub-sub,an admired senior lecturer,2,She is an admired senior lecturer. She is a woman.,She is an admired woman.
1548,sub-sub,the average current user,2,He is the average current user. He is the consumer.,He is the current consumer.
1552,sub-sub,the top junior golfers,2,He is the top junior golfers. He is the top[player.,He is the topplayer.
1559,sub-sub,top junior colleges,1,They are top junior colleges. They are universities.,They are junior universities.
0,pri-pri,the former vice chairman,He is the former vice chairman. He is the CEO.,He is the former CEO.,non-entailment
1,pri-pri,the former vice chairman,He is the former vice chairman. He is the CEO.,He is the vice CEO.,non-entailment
2,pri-pri,the future deputy administrator,She is the future deputy administrator. She is the secretary.,She is the future secretary.,non-entailment
3,pri-pri,the future deputy administrator,She is the future deputy administrator. She is the secretary.,She is the deputy secretary.,non-entailment
4,pri-pri,the 52-year-old former deputy director,She is the 52-year-old former deputy director. She is the mayor.,She is the former mayor.,non-entailment
5,pri-pri,the 52-year-old former deputy director,She is the 52-year-old former deputy director. She is the mayor.,She is the deputy mayor.,non-entailment
7,pri-pri,a former alleged thief,This is a former alleged thief. This is a victim.,This is a former victim.,non-entailment
8,pri-pri,a former alleged thief,This is a former alleged thief. This is a victim.,This is an alleged victim.,non-entailment
9,pri-pri,an alleged former thief,This is an alleged former thief. This is a victim.,This is a former victim.,non-entailment
10,pri-pri,an alleged former thief,This is an alleged former thief. This is a victim.,This is an alleged victim.,non-entailment
11,pri-int,an alleged male criminal,He is an alleged male criminal. He is a student.,He is an alleged student.,non-entailment
13,pri-int,a so-called American expert,She is a so-called American expert. She is a Christian.,She is a so-called Christian.,non-entailment
16,pri-int,a former European commissioner,He is a former European commissioner. He is a professor.,He is a former professor.,non-entailment
17,pri-int,a former Australian owner,She is a former Australian owner. She is a teacher.,She is a former teacher.,non-entailment
19,pri-int,our next popular star,She is our next popular star. She is our friend.,She is our next friend.,non-entailment
25,pri-int,a so-called poisonous pill,This is a so-called poisonous pill. This is a placebo.,This is a so-called placebo.,non-entailment
26,pri-int,a so-called poisonous pill,This is a so-called poisonous pill. This is a placebo.,This is a poisonous placebo.,non-entailment
27,pri-int,a fictional private detective,He is a fictional private detective. He is a citizen.,He is a private citizen.,non-entailment
28,pri-int,his future American wife,She is his future American wife. She is his girlfriend.,She is his future girlfriend.,non-entailment
30,pri-sub,a so-called senior expert,She is a so-called senior expert. She is a manager.,She is a so-called manager.,non-entailment
31,pri-sub,a so-called senior expert,She is a so-called senior expert. She is a manager.,She is a senior manager.,non-entailment
32,pri-sub,a so-called professional drummer,He is a so-called professional drummer. He is a songwriter.,He is a so-called songwriter.,non-entailment
33,pri-sub,a so-called professional drummer,He is a so-called professional drummer. He is a songwriter.,He is a professional songwriter.,non-entailment
34,pri-sub,the former senior president,He is the former senior president. He is a writer.,He is a former writer.,non-entailment
35,pri-sub,the former senior president,He is the former senior president. He is a writer.,He is a senior writer.,non-entailment
36,pri-sub,his potential second wife,She is his potential second wife. She is his date.,She is his potential date.,non-entailment
37,pri-sub,his potential second wife,She is his potential second wife. She is his date.,She is his second date.,non-entailment
38,pri-sub,so-called good junk-bond offerings,This is so-called good junk-bond offerings. This is fraud.,This is so-called fraud.,non-entailment
39,pri-sub,a former beautiful actress,She is a former beautiful actress. She is a housewife.,She is a former housewife.,non-entailment
41,pri-sub,a former skillful surgeon,He is a former skillful surgeon. He is a tennis player.,He is a former tennis player.,non-entailment
42,pri-sub,a former skillful surgeon,He is a former skillful surgeon. He is a tennis player.,He is a skillful tennis player.,non-entailment
45,pri-sub,a former famous actor,He is a former famous actor. He is a chauffeur.,He is a former chauffeur.,non-entailment
46,pri-sub,a former famous actor,He is a former famous actor. He is a chauffeur.,He is a famous chauffeur.,non-entailment
61,sub-pri,Phoenix 's senior vice president,He is Phoenix 's senior vice president. He is Phoenix 's citizen.,He is Phoenix 's senior citizen.,non-entailment
63,sub-pri,new potential customers,They are new potential customers. They are immigrants.,They are new immigrants.,non-entailment
64,sub-pri,new potential customers,They are new potential customers. They are immigrants.,They are potential immigrants.,non-entailment
68,sub-int,an attractive beginner golfer,He is an attractive beginner golfer. He is a skier.,He is a beginner skier.,non-entailment
75,sub-int,New York 's first black mayor,He is New York 's first black mayor. He is New York 's citizen.,He is New York 's first citizen.,non-entailment
81,sub-int,a famous American painter,She is a famous American painter. She is a mother.,She is a famous mother.,non-entailment
83,sub-int,a famous American dancer,She is a famous American dancer. She is a writer.,She is a famous writer.,non-entailment
